"Order ID "," Order Item ID "," Order YearMonth "," Order Year "," Order Month "," Order Day ","Order Time","Order Quantity","Product Department","Product Category","Product Name"," Customer ID ","Customer Market","Customer Region","Customer Country","Warehouse Country","Shipment Year","Shipment Month","Shipment Day","Shipment Mode"," Shipment Days - Scheduled "," Gross Sales "," Discount % "," Profit "
5986,14905,201501,2015,1,1,"21:22",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",4138,"LATAM","South America","Ecuador","Puerto Rico",2015,1,4,"Standard Class",4,400,"0.09",200
5986,14903,201501,2015,1,1,"21:22",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",4138,"LATAM","South America","Ecuador","Puerto Rico",2015,1,4,"Standard Class",4,400,"0.1",200
6181,15451,201501,2015,1,4,"00:52",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",5841,"LATAM","South America","Ecuador","Puerto Rico",2015,1,9,"Standard Class",4,400,"0.18",200
8926,22260,201501,2015,1,29,"17:07",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",10517,"LATAM","Central America","Mexico","Puerto Rico",2015,2,2,"Standard Class",4,400,"0.2",200
13831,34651,201503,2015,3,2,"23:23",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",3284,"Europe","Northern Europe","Sweden","Puerto Rico",2015,3,6,"Standard Class",4,400,"0.01",200
25568,64036,201503,2015,3,29,"08:48",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",1495,"Pacific Asia","Oceania","Australia","Puerto Rico",2015,3,31,"Standard Class",4,400,"  -  ",200
33971,84769,201504,2015,4,1,"13:11",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",8617,"North America","West of USA","USA","Puerto Rico",2015,4,6,"Standard Class",4,400,"0.13",200
45245,113041,201505,2015,5,2,"18:55",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",7784,"Pacific Asia","West Asia","Syria","Puerto Rico",2015,5,7,"Standard Class",4,400,"0.04",200
61383,153554,201505,2015,5,13,"01:55",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",1577,"LATAM","South America","Brazil","Puerto Rico",2015,5,18,"Standard Class",4,400,"0.05",200
1968,4923,201506,2015,6,7,"02:03",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",105,"LATAM","Caribbean","Haiti","Puerto Rico",2015,6,10,"Standard Class",4,400,"0.18",200
3136,7803,201506,2015,6,7,"02:03",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",75,"LATAM","Central America","Mexico","Puerto Rico",2015,6,10,"Standard Class",4,400,"0.02",200
8158,20380,201507,2015,7,17,"00:36",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",10721,"LATAM","Central America","Mexico","Puerto Rico",2015,7,21,"Standard Class",4,400,"0.2",200
25298,63385,201509,2015,9,3,"17:20",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",11612,"Pacific Asia","Eastern Asia","China","Puerto Rico",2015,9,8,"Standard Class",4,400,"0.06",200
25991,65053,201509,2015,9,9,"03:40",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",4987,"Pacific Asia","South Asia","Bangladesh","Puerto Rico",2015,9,11,"Standard Class",4,400,"0.01",200
37063,92482,201511,2015,11,30,"17:13",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",11610,"North America","US Center","USA","Puerto Rico",2015,12,3,"Standard Class",4,400,"0.04",200
41628,103913,201512,2015,12,26,"22:47",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",6016,"Pacific Asia","West Asia","Turkey","Puerto Rico",2015,12,31,"Standard Class",4,400,"0.12",200
55931,139848,201602,2016,2,20,"20:36",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",4348,"LATAM","Central America","Panama","Puerto Rico",2016,2,25,"Standard Class",4,400,"0.18",200
63386,158474,201604,2016,4,13,"06:42",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",7555,"Europe","Western Europe","Netherlands","Puerto Rico",2016,4,19,"Standard Class",4,400,"0.15",200
63386,158476,201604,2016,4,28,"16:18",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",7555,"Europe","Western Europe","Netherlands","Puerto Rico",2016,5,4,"Standard Class",4,400,"0.13",200
63926,159806,201605,2016,5,7,"05:16",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",2447,"Europe","Southern Europe","Spain","Puerto Rico",2016,5,13,"Standard Class",4,400,"0.09",200
67036,167577,201605,2016,5,14,"16:59",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",2900,"Europe","Western Europe","Germany","Puerto Rico",2016,5,18,"Standard Class",4,400,"0.18",200
6986,17497,201606,2016,6,21,"08:10",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",6523,"LATAM","South America","Argentina","Puerto Rico",2016,6,23,"Standard Class",4,400,"0.05",200
17206,43037,201609,2016,9,14,"07:53",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",2848,"Europe","Northern Europe","United Kingdom","Puerto Rico",2016,9,18,"Standard Class",4,400,"0.18",200
17206,43038,201609,2016,9,14,"19:27",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",2848,"Europe","Northern Europe","United Kingdom","Puerto Rico",2016,9,16,"Standard Class",4,400,"0.17",200
19238,48078,201609,2016,9,19,"16:06",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",7555,"Europe","Northern Europe","United Kingdom","Puerto Rico",2016,9,24,"Standard Class",4,400,"  -  ",200
35911,89684,201701,2017,1,26,"06:39",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",4105,"North America","US Center","USA","Puerto Rico",2017,1,31,"Standard Class",4,400,"0.13",200
43256,108056,201703,2017,3,27,"10:46",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",6887,"Europe","Eastern Europe","Romania","Puerto Rico",2017,3,29,"Standard Class",4,400,"0.01",200
45643,114079,201704,2017,4,14,"18:06",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",6699,"Pacific Asia","South Asia","Iran","Puerto Rico",2017,4,20,"Standard Class",4,400,"0.13",200
47265,118165,201705,2017,5,15,"23:29",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",9876,"Africa","Southern Africa","South Africa","Puerto Rico",2017,5,20,"Standard Class",4,400,"0.03",200
49338,123337,201706,2017,6,13,"22:34",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",10447,"Pacific Asia","West Asia","Turkey","Puerto Rico",2017,6,17,"Standard Class",4,400,"0.16",200
57346,143440,201707,2017,7,22,"03:46",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",390,"LATAM","Central America","Panama","Puerto Rico",2017,7,24,"Standard Class",4,400,"0.12",200
61308,153374,201708,2017,8,1,"03:45",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",4056,"LATAM","South America","Brazil","Puerto Rico",2017,8,3,"Standard Class",4,400,"0.16",200
61566,153941,201708,2017,8,1,"21:58",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",11557,"LATAM","South America","Brazil","Puerto Rico",2017,8,5,"Standard Class",4,400,"0.01",200
63823,159540,201708,2017,8,28,"19:18",1,"Fan Shop","Fishing","Field & Stream Sportsman 16 Gun Fire Safe",9114,"Europe","Southern Europe","Spain","Puerto Rico",2017,9,3,"Standard Class",4,400,"0.16",200
973,2422,201501,2015,1,7,"22:45",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",5118,"LATAM","Caribbean","Cuba","Puerto Rico",2015,1,10,"Standard Class",4,200,"0.16",100
1563,3898,201501,2015,1,7,"22:45",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",12425,"LATAM","Caribbean","Dominican�Republic","Puerto Rico",2015,1,10,"Standard Class",4,200,"0.16",100
6505,16267,201504,2015,4,9,"07:34",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",5120,"LATAM","Caribbean","Dominican�Republic","Puerto Rico",2015,4,11,"Standard Class",4,200,"0.18",100
6995,17515,201504,2015,4,12,"11:56",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",4428,"LATAM","Central America","El Salvador","Puerto Rico",2015,4,17,"Standard Class",4,200,"0.06",100
6995,17514,201504,2015,4,21,"08:36",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",4428,"LATAM","Central America","El Salvador","Puerto Rico",2015,4,23,"Standard Class",4,200,"0.07",100
7958,19884,201506,2015,6,21,"03:47",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",4560,"LATAM","Central America","Honduras","Puerto Rico",2015,6,23,"Standard Class",4,200,"0.2",100
11346,28379,201508,2015,8,27,"11:34",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",9941,"Europe","Southern Europe","Italy","Puerto Rico",2015,8,31,"Standard Class",4,200,"0.05",100
11346,28378,201509,2015,9,14,"14:21",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",9941,"Europe","Southern Europe","Italy","Puerto Rico",2015,9,19,"Standard Class",4,200,"0.06",100
11648,29122,201509,2015,9,25,"16:58",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",10721,"Europe","Northern Europe","United Kingdom","Puerto Rico",2015,10,1,"Standard Class",4,200,"0.15",100
13501,33834,201511,2015,11,28,"04:16",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",11635,"Europe","Western Europe","France","Puerto Rico",2015,12,2,"Standard Class",4,200,"0.2",100
13501,33831,201511,2015,11,30,"17:13",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",11635,"Europe","Western Europe","France","Puerto Rico",2015,12,3,"Standard Class",4,200,"0.25",100
13835,34657,201601,2016,1,5,"06:39",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",9451,"Europe","Southern Europe","Italy","Puerto Rico",2016,1,9,"Standard Class",4,200,"0.07",100
15233,38098,201602,2016,2,27,"06:03",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",1123,"Europe","Southern Europe","Spain","Puerto Rico",2016,3,1,"Standard Class",4,200,"0.06",100
21011,52501,201609,2016,9,7,"18:14",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",2607,"Pacific Asia","South Asia","India","Puerto Rico",2016,9,11,"Standard Class",4,200,"0.18",100
25563,64032,201701,2017,1,29,"09:16",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",2400,"Pacific Asia","Oceania","Australia","Puerto Rico",2017,2,1,"Standard Class",4,200,"0.16",100
25845,64692,201702,2017,2,2,"11:43",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",4315,"Pacific Asia","Southeast Asia","Vietnam","Puerto Rico",2017,2,6,"Standard Class",4,200,"0.25",100
27596,69088,201702,2017,2,15,"11:10",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",10153,"Pacific Asia","Southeast Asia","Indonesia","Puerto Rico",2017,2,18,"Standard Class",4,200,"0.13",100
29003,72579,201705,2017,5,22,"06:29",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8550,"Pacific Asia","Eastern Asia","Japan","Puerto Rico",2017,5,28,"Standard Class",4,200,"0.09",100
31873,79651,201706,2017,6,2,"08:02",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",11637,"North America","West of USA","USA","Puerto Rico",2017,6,6,"Standard Class",4,200,"0.01",100
41226,102899,201709,2017,9,22,"23:39",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",7774,"North America","West of USA","USA","Puerto Rico",2017,9,28,"Standard Class",4,200,"0.25",100
43368,108337,201501,2015,1,23,"19:14",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",7655,"Africa","Central Africa","Democratic Republic of Congo","Puerto Rico",2015,1,27,"Standard Class",4,200,"0.1",100
45536,113795,201503,2015,3,31,"04:57",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",5562,"Pacific Asia","West Asia","Turkey","Puerto Rico",2015,4,3,"Standard Class",4,200,"0.1",100
47541,118850,201504,2015,4,4,"20:21",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",1387,"Pacific Asia","West Asia","Turkey","Puerto Rico",2015,4,10,"Standard Class",4,200,"0.06",100
47541,118848,201504,2015,4,4,"20:21",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",1387,"Pacific Asia","West Asia","Turkey","Puerto Rico",2015,4,10,"Standard Class",4,200,"0.07",100
49385,123439,201505,2015,5,7,"05:25",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",4831,"Africa","West Africa","Nigeria","Puerto Rico",2015,5,11,"Standard Class",4,200,"0.05",100
51053,127596,201506,2015,6,20,"00:27",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",348,"Europe","Eastern Europe","Belarus","Puerto Rico",2015,6,24,"Standard Class",4,200,"0.12",100
51053,127598,201506,2015,6,23,"03:26",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",348,"Europe","Eastern Europe","Belarus","Puerto Rico",2015,6,26,"Standard Class",4,200,"0.1",100
51095,127690,201507,2015,7,2,"00:05",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8565,"Africa","West Africa","Nigeria","Puerto Rico",2015,7,7,"Standard Class",4,200,"0.25",100
51603,128947,201507,2015,7,7,"10:04",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",10624,"LATAM","Central America","Panama","Puerto Rico",2015,7,13,"Standard Class",4,200,"0.13",100
61566,153940,201508,2015,8,26,"21:33",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",11557,"LATAM","South America","Brazil","Puerto Rico",2015,8,30,"Standard Class",4,200,"0.05",100
65331,163284,201510,2015,10,5,"11:20",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",7328,"Europe","Northern Europe","United Kingdom","Puerto Rico",2015,10,10,"Standard Class",4,200,"0.12",100
4701,11789,201602,2016,2,7,"19:45",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",7330,"LATAM","Central America","El Salvador","Puerto Rico",2016,2,9,"Standard Class",4,200,"0.02",100
6736,16836,201602,2016,2,14,"09:24",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",577,"LATAM","Central America","Guatemala","Puerto Rico",2016,2,16,"Standard Class",4,200,"0.1",100
7561,18953,201602,2016,2,20,"20:36",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",11662,"LATAM","Caribbean","Cuba","Puerto Rico",2016,2,25,"Standard Class",4,200,"0.09",100
25298,63382,201609,2016,9,25,"01:23",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",11612,"Pacific Asia","Eastern Asia","China","Puerto Rico",2016,9,29,"Standard Class",4,200,"0.18",100
33338,83276,201612,2016,12,8,"06:11",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",316,"North America","West of USA","USA","Puerto Rico",2016,12,10,"Standard Class",4,200,"0.17",100
35566,88818,201612,2016,12,13,"14:46",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",637,"North America","West of USA","USA","Puerto Rico",2016,12,17,"Standard Class",4,200,"0.02",100
43376,108352,201701,2017,1,15,"05:47",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",11266,"Pacific Asia","Central Asia","Uzbekistan","Puerto Rico",2017,1,19,"Standard Class",4,200,"0.09",100
47533,118830,201702,2017,2,4,"02:15",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",6265,"Africa","North Africa","Egypt","Puerto Rico",2017,2,8,"Standard Class",4,200,"0.1",100
49038,122611,201702,2017,2,19,"10:49",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",5264,"Africa","West Africa","Nigeria","Puerto Rico",2017,2,25,"Standard Class",4,200,"0.17",100
61383,153555,201705,2017,5,15,"23:29",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",1577,"LATAM","South America","Brazil","Puerto Rico",2017,5,20,"Standard Class",4,200,"  -  ",100
65586,163915,201709,2017,9,4,"04:03",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8172,"Europe","Western Europe","France","Puerto Rico",2017,9,6,"Standard Class",4,200,"  -  ",100
67878,169706,201709,2017,9,23,"20:40",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",5513,"Europe","Western Europe","France","Puerto Rico",2017,9,29,"Standard Class",4,200,"0.01",100
856,2128,201501,2015,1,13,"11:32",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",9876,"LATAM","Central America","Mexico","Puerto Rico",2015,1,15,"Second Class",2,200,"0.2",100
2735,6849,201502,2015,2,18,"15:41",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8584,"LATAM","Caribbean","Dominican�Republic","Puerto Rico",2015,2,23,"Second Class",2,200,"0.1",100
2735,6848,201502,2015,2,28,"18:29",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8584,"LATAM","Caribbean","Dominican�Republic","Puerto Rico",2015,3,3,"Second Class",2,200,"0.12",100
11915,29777,201509,2015,9,16,"01:44",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",6428,"Europe","Western Europe","France","Puerto Rico",2015,9,22,"Second Class",2,200,"0.15",100
13965,34945,201509,2015,9,17,"21:11",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",9116,"Europe","Southern Europe","Italy","Puerto Rico",2015,9,19,"Second Class",2,200,"0.05",100
19331,48335,201606,2016,6,1,"01:33",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",4562,"Europe","Western Europe","Germany","Puerto Rico",2016,6,1,"Second Class",2,200,"  -  ",100
19331,48334,201606,2016,6,14,"17:49",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",4562,"Europe","Western Europe","Germany","Puerto Rico",2016,6,16,"Second Class",2,200,"0.01",100
27036,67734,201609,2016,9,17,"20:40",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8193,"Pacific Asia","Oceania","Australia","Puerto Rico",2016,9,23,"Second Class",2,200,"0.1",100
27535,68924,201611,2016,11,21,"00:05",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",5053,"Pacific Asia","Eastern Asia","China","Puerto Rico",2016,11,26,"First Class",1,200,"0.06",100
39826,99379,201704,2017,4,9,"20:02",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8511,"North America","West of USA","USA","Puerto Rico",2017,4,13,"First Class",1,200,"0.15",100
43385,108373,201707,2017,7,7,"23:56",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",4958,"Europe","Eastern Europe","Romania","Puerto Rico",2017,7,9,"Same Day",3,200,"0.06",100
51028,127532,201708,2017,8,31,"17:01",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",5264,"Europe","Southern Europe","Albania","Puerto Rico",2017,9,5,"First Class",1,200,"0.16",100
53513,133727,201709,2017,9,7,"12:17",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",10785,"LATAM","Caribbean","Dominican�Republic","Puerto Rico",2017,9,13,"Same Day",3,200,"0.1",100
55026,137620,201503,2015,3,11,"13:44",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8548,"LATAM","Central America","Mexico","Puerto Rico",2015,3,12,"First Class",1,200,"0.02",100
55026,137624,201506,2015,6,8,"22:54",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8548,"LATAM","Central America","Mexico","Puerto Rico",2015,6,10,"First Class",1,200,"0.01",100
55096,137792,201506,2015,6,8,"22:54",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",6159,"LATAM","Caribbean","Dominican�Republic","Puerto Rico",2015,6,10,"First Class",1,200,"0.03",100
59653,149293,201605,2016,5,24,"08:13",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8910,"LATAM","Caribbean","Cuba","Puerto Rico",2016,5,28,"First Class",1,200,"0.05",100
59653,149292,201605,2016,5,24,"08:13",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8910,"LATAM","Caribbean","Cuba","Puerto Rico",2016,5,28,"First Class",1,200,"0.06",100
63366,158421,201702,2017,2,20,"03:38",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",5542,"Europe","Western Europe","Germany","Puerto Rico",2017,2,20,"First Class",1,200,"0.05",100
67608,169035,201707,2017,7,13,"23:34",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",1459,"Europe","Southern Europe","Italy","Puerto Rico",2017,7,15,"Same Day",3,200,"0.02",100
4991,12497,201503,2015,3,14,"20:13",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",3211,"LATAM","South America","Brazil","Puerto Rico",2015,3,16,"First Class",1,200,"0.06",100
19578,48943,201510,2015,10,13,"18:41",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",1516,"Europe","Western Europe","France","Puerto Rico",2015,10,14,"Same Day",3,200,"0.04",100
37628,93906,201607,2016,7,3,"06:24",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",4056,"North America","US Center","USA","Puerto Rico",2016,7,3,"Same Day",3,200,"0.12",100
41938,104695,201609,2016,9,4,"04:23",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",3561,"Pacific Asia","West Asia","Georgia","Puerto Rico",2016,9,8,"Second Class",2,200,"0.16",100
43656,109034,201609,2016,9,29,"06:17",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",2270,"Africa","Central Africa","Cameroon","Puerto Rico",2016,10,1,"Second Class",2,200,"0.2",100
43656,109033,201609,2016,9,29,"06:17",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",2270,"Africa","Central Africa","Cameroon","Puerto Rico",2016,10,1,"Second Class",2,200,"0.25",100
47568,118918,201611,2016,11,25,"08:50",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",10677,"Africa","North Africa","Morocco","Puerto Rico",2016,11,27,"First Class",1,200,"0.01",100
55661,139208,201703,2017,3,23,"12:10",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",5498,"LATAM","South America","Brazil","Puerto Rico",2017,3,25,"Second Class",2,200,"0.15",100
55661,139206,201703,2017,3,23,"12:10",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",5498,"LATAM","South America","Brazil","Puerto Rico",2017,3,25,"Second Class",2,200,"0.16",100
61256,153230,201706,2017,6,13,"04:21",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",1399,"LATAM","South America","Chile","Puerto Rico",2017,6,15,"Second Class",2,200,"0.07",100
63003,157535,201707,2017,7,8,"16:24",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",3827,"Europe","Northern Europe","United Kingdom","Puerto Rico",2017,7,12,"Second Class",2,200,"0.03",100
65931,164761,201708,2017,8,20,"10:12",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",2896,"Europe","Southern Europe","Spain","Puerto Rico",2017,8,22,"First Class",1,200,"0.09",100
476,1168,201501,2015,1,7,"22:24",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",6020,"LATAM","South America","Colombia","Puerto Rico",2015,1,9,"Standard Class",4,200,"0.07",100
2393,5979,201502,2015,2,4,"22:01",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8666,"LATAM","Central America","Mexico","Puerto Rico",2015,2,8,"Standard Class",4,200,"0.09",100
4956,12402,201503,2015,3,14,"07:57",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",1371,"LATAM","Caribbean","Dominican�Republic","Puerto Rico",2015,3,16,"Standard Class",4,200,"0.17",100
13265,33195,201507,2015,7,13,"14:58",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",3209,"Europe","Western Europe","France","Puerto Rico",2015,7,19,"Standard Class",4,200,"0.07",100
15306,38277,201508,2015,8,12,"10:01",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",2447,"Europe","Western Europe","Germany","Puerto Rico",2015,8,14,"Standard Class",4,200,"0.07",100
15865,39651,201508,2015,8,20,"13:51",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",6428,"Europe","Northern Europe","United Kingdom","Puerto Rico",2015,8,26,"Standard Class",4,200,"0.03",100
17631,44066,201509,2015,9,15,"08:34",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",3520,"Europe","Western Europe","Netherlands","Puerto Rico",2015,9,17,"Standard Class",4,200,"0.18",100
19325,48319,201510,2015,10,10,"02:03",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",7136,"Europe","Western Europe","Netherlands","Puerto Rico",2015,10,16,"Standard Class",4,200,"0.02",100
27031,67713,201601,2016,1,30,"13:48",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",6781,"Pacific Asia","Oceania","Australia","Puerto Rico",2016,2,1,"Standard Class",4,200,"0.16",100
27553,68969,201602,2016,2,7,"04:41",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",4560,"Pacific Asia","South Asia","India","Puerto Rico",2016,2,11,"Standard Class",4,200,"0.04",100
27808,69617,201602,2016,2,10,"22:01",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",644,"Pacific Asia","South Asia","India","Puerto Rico",2016,2,14,"Standard Class",4,200,"0.25",100
31606,78982,201604,2016,4,6,"08:38",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",1883,"North America","West of USA","USA","Puerto Rico",2016,4,8,"Standard Class",4,200,"0.2",100
39351,98241,201607,2016,7,28,"10:03",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",344,"North America","West of USA","USA","Puerto Rico",2016,7,30,"Standard Class",4,200,"0.17",100
41573,103772,201608,2016,8,29,"20:31",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",6840,"Africa","West Africa","Niger","Puerto Rico",2016,9,2,"Standard Class",4,200,"0.09",100
47615,119045,201611,2016,11,26,"01:18",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",344,"Africa","Southern Africa","South Africa","Puerto Rico",2016,12,2,"Standard Class",4,200,"0.15",100
51601,128943,201701,2017,1,23,"05:46",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",10046,"LATAM","Central America","Mexico","Puerto Rico",2017,1,25,"Standard Class",4,200,"0.16",100
55551,138942,201703,2017,3,21,"21:38",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",2793,"LATAM","Central America","Mexico","Puerto Rico",2017,3,23,"Standard Class",4,200,"0.01",100
57891,144849,201704,2017,4,25,"01:26",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",8917,"LATAM","Central America","Honduras","Puerto Rico",2017,4,27,"Standard Class",4,200,"0.06",100
59605,149174,201705,2017,5,20,"01:56",1,"Fan Shop","Water Sports","Pelican Sunstream 100 Kayak",7655,"LATAM","Central America","El Salvador","Puerto Rico",2017,5,26,"Standard Class",4,200,"0.18",100
